,Unnamed: 0,runway_id,airport_code,length_ft,width_ft,surface_type
0,197,247862,03N,2400,50,DIRT
1,402,245843,07FA,4500,70,ASPH
2,419,243729,07MT,13500,300,CONC-G
3,1057,249576,0WI8,1200,100,TURF
4,1058,249577,0WI8,1400,200,TURF
5,1550,245678,18AZ,4037,50,ASPH
6,1666,241334,1AZ0,4500,75,ASPH
7,2211,245751,20GA,4500,50,ASPH
8,2472,255517,24SC,2600,180,TURF
9,2867,265678,2FD7,32,32,CONC
10,2868,265679,2FD7,28,28,CONC
11,2869,265680,2FD7,28,28,CONC
12,3366,245482,2XS8,3300,80,ASPH
13,5746,258105,5A8,2040,80,GRVL-DIRT-F
14,6490,257403,66CA,1800,65,DIRT
15,7552,255292,7FA1,2700,100,ASPH-GRVL
16,7565,247580,7FL4,2600,72,TURF
17,9507,310189,AGAF,1501,131,Coral grass
18,9508,310190,AGAR,2822,66,Coral
19,9509,260231,AGAT,2769,49,Crushed coral
20,9510,310193,AGBT,2028,49,grass coral
21,9513,310195,AGGC,2164,82,Sand grass
22,9514,310196,AGGF,1854,82,Grass
23,9515,233754,AGGH,7218,148,ASP
24,9516,310192,AGGI,1953,72,Grass
25,9518,233755,AGGM,4593,98,ASP
26,9519,260234,AGGN,2871,75,UNK
27,9521,310186,AGGR,2206,66,Coral
28,9522,310188,AGGT,2655,75,Coral
29,9523,310182,AGGU,2001,98,Coral
30,9524,260239,AGGV,2789,79,Sand grass
31,9525,310178,AGKG,2428,148,Sand/grass
32,9531,310187,AGRC,2461,75,Coral grass
33,9537,249057,AK06,4000,150,GRAVEL
34,9590,250277,AK59,1800,100,TURF
35,9712,255791,ANG,7000,150,GRVL-F
36,9713,237996,ANYN,7054,148,ASP
37,10375,310431,AYBA,2953,148,Grassed black clay
38,10382,238373,AYBK,5125,98,ASP
39,10392,238352,AYCH,3330,89,ASP
40,10400,238369,AYDU,4593,98,ASP
41,10406,311129,AYEF,1598,98,Grassed brown clay
42,10421,238359,AYGA,3983,59,ASP
43,10422,238358,AYGA,5400,98,ASP
44,10427,238357,AYGN,5546,98,ASP
45,10430,238354,AYGR,5485,98,ASP
46,10439,238363,AYHK,6644,98,ASP
47,10455,238356,AYKM,3044,60,ASP
48,10457,311543,AYKQ,1467,98,Grassed brown clay
49,10458,311545,AYKT,1476,98,Grassed red clay gravel
50,10459,238364,AYKV,5592,98,ASP
51,10464,238366,AYMD,5174,105,ASP
52,10465,238367,AYMH,3599,59,ASP
53,10466,238368,AYMH,7185,98,ASP
54,10467,238370,AYMN,4411,98,ASP
55,10468,238353,AYMO,6136,148,ASP
56,10475,238355,AYNZ,7999,148,ASP
57,10496,238362,AYPY,9022,148,ASP
58,10497,238361,AYPY,4625,148,ASP
59,10515,312015,AYSS,2953,147,Red gravel
60,10521,238372,AYTK,5643,98,ASP
61,10551,238360,AYVN,5775,85,ASP
62,10555,238371,AYWD,5052,75,ASP
63,10556,238365,AYWK,5234,98,ASP
64,10705,346952,BGAP,197,66,ASP
65,10707,236104,BGBW,6004,148,CON
66,10708,258191,BGCO,3281,98,GVL
67,10711,504924,BGGH,7217,147,ASPH
68,10712,236103,BGGH,3117,98,ASP
69,10713,260074,BGJN,2772,98,ASP
70,10714,505067,BGKL,98,68,GVL
71,10715,260076,BGMQ,2621,98,ASPH
72,10716,299104,BGNS,197,66,ASP
73,10717,299105,BGNS,197,66,ASP
74,10719,354241,BGQE,49,49,GVL
75,10720,327506,BGQQ,2953,98,GVL
76,10721,236105,BGSF,9219,197,ASP
77,10722,354242,BGSQ,98,66,GVL
78,10723,260077,BGSS,2621,98,ASP
79,10724,236106,BGTL,9997,150,ASP
80,10725,260078,BGUK,2621,98,ASP
81,10726,260079,BGUQ,2953,98,GRAVEL
82,10727,236462,BIAR,7874,148,ASP
83,10728,236468,BIBD,3084,98,BIT
84,10729,236464,BIEG,6562,148,ASP
85,10731,236467,BIHN,4921,148,BIT
86,10732,236469,BIHU,5266,157,BIT
87,10733,236463,BIIS,4593,148,BIT
88,10734,236460,BIKF,10020,197,ASP
89,10735,236461,BIKF,10056,197,ASP
90,10736,260097,BIKR,6191,90,asphalt
91,10737,236471,BIPA,4593,148,BIT
92,10738,236457,BIRK,5141,148,ASP
93,10739,236458,BIRK,3150,98,ASP
94,10740,236459,BIRK,4035,148,ASP
95,10741,236470,BISI,3556,105,BIT
96,10743,236456,BITN,3934,98,BIT
97,10744,236465,BIVM,3806,148,BIT
98,10745,236466,BIVM,3934,148,BIT
99,10746,260102,BIVO,2904,98,UNK
100,10747,246235,BKPR,9974,148,ASP
101,12814,234915,CAD4,4000,75,ASP
102,12824,234932,CAJ4,2738,100,GVL
103,12825,234933,CAJ4,3930,75,ASP
104,12851,254564,CAV3,1900,46,ASPHALT
105,12859,253848,CBA9,5600,60,GRAVEL
106,12891,253076,CBW4,4200,150,GRAVEL
107,12897,254576,CCA6,2200,75,GRAVEL
108,12901,247752,CCD4,2500,75,GRAVEL
109,12903,247022,CCE4,2500,75,GRAVEL
110,12914,250022,CCK4,2200,75,GRAVEL
111,12925,247051,CCP4,2500,75,GRAVEL
112,12937,234577,CCW3,3500,75,ASP
113,12944,256746,CCZ2,2500,75,GRAVEL
114,12945,234600,CCZ3,3933,75,ASP
115,13035,267200,CDE,70,70,WOOD
116,13039,332274,CDL7,7894,246,ICE
117,13057,234713,CEC4,4300,100,ASP
118,13076,234849,CEG4,3505,75,ASP
119,13263,267202,CJJ,2949,50,CONC-G
120,13316,253088,CJT2,2575,110,GRAVEL
121,13334,255285,CJV7,3500,100,GRVL
122,13362,252299,CKB6,3600,100,GRVL
123,13373,249282,CKD9,3500,100,GRVL
124,13403,247056,CKL3,3500,100,GRVL
125,13410,253845,CKM8,4850,100,GRVL
126,13415,248492,CKQ3,3500,100,GRVL
127,13553,246335,CLA4,1960,60,ASP
128,13637,234674,CNC3,2500,75,Asphalt
129,13638,234675,CNC3,3500,75,COP
130,13641,246330,CND4,2500,60,ASP
131,13642,251523,CNE3,3500,100,GRVL
132,13650,235016,CNF4,2642,75,GRS
133,13651,235017,CNF4,3500,75,ASP
134,13654,253846,CNJ4,1900,100,TURF
135,13655,253847,CNJ4,3000,150,ASP
136,13656,234612,CNK4,4901,100,ASP
137,13664,250776,CNM5,3520,100,GRVL/CLAY
138,13686,256006,CNU8,2013,50,ASP
139,13689,249252,CNV8,3014,80,ASP
140,13690,263456,CNV8,3936,100,ASP
141,13691,263457,CNV8,1900,80,Turf
142,13696,234595,CNY3,2450,75,GRS
143,13697,234596,CNY3,5000,100,ASP
144,13704,239800,CO00,2500,75,TURF-F
145,13705,239801,CO00,3900,90,TURF-F
146,13706,239802,CO00,2620,20,ASPH-F
147,13865,256740,CPV8,3500,100,GRVL
148,13937,255253,CSU2,3792,100,GRAVEL
149,14033,256005,CTB6,1640,85,GRAVEL
150,14042,255265,CTK6,1640,85,GRAVEL
151,14050,234433,CTT5,3938,100,ASP
152,14073,251527,CYAC,3900,100,GRVL
153,14075,234703,CYAG,2600,75,ASP
154,14076,234704,CYAG,4500,100,ASP
155,14077,251536,CYAH,5000,150,GRAVEL
156,14078,248468,CYAL,2900,75,ASPHALT
157,14079,234782,CYAM,6000,200,ASP
158,14080,234783,CYAM,6000,200,ASP
159,14081,249261,CYAQ,3500,100,GRVL
160,14082,252301,CYAT,3500,100,GRVL
161,14083,234528,CYAU,3937,75,ASP
162,14084,234518,CYAV,2850,75,ASP
163,14085,234519,CYAV,3000,75,ASP
164,14086,234520,CYAV,3000,75,ASP
165,14087,234638,CYAW,5692,200,ASP
166,14088,234639,CYAW,8998,200,ASP
167,14089,271053,CYAW,3500,112,Asphalt
168,14090,235003,CYAX,3600,75,ASP
169,14091,235041,CYAY,4000,100,ASP
170,14092,234716,CYAZ,4999,150,CON
171,14093,234717,CYAZ,4997,100,CON
172,14094,234718,CYAZ,5000,100,CON
173,14095,246312,CYBA,3000,190,TURF/SNOW
174,14096,235071,CYBB,5000,100,GVL
175,14097,234645,CYBC,6000,150,ASP
176,14098,234814,CYBD,4200,100,ASP
177,14099,234726,CYBE,3935,100,Asphalt/concrete
178,14100,234632,CYBF,4434,75,ASP
179,14101,234967,CYBG,10000,150,CON
180,14102,234968,CYBG,6000,150,ASP
181,14103,235085,CYBK,4200,100,GVL
182,14104,234903,CYBL,6499,150,ASP
183,14107,247759,CYBQ,3200,100,CRUSHED ROCK
184,14108,260316,CYBQ,3201,102,Gravel
185,14109,234770,CYBR,2795,100,ASP
186,14110,234771,CYBR,6500,150,ASP
187,14111,234772,CYBR,3000,60,GVL
188,14112,247736,CYBT,3500,90,CRUSHED ROCK
189,14113,246343,CYBU,2930,75,ASPHALT
190,14114,246344,CYBU,2900,115,TURF/SNOW
191,14115,256716,CYBV,2900,75,CRUSHED ROCK
192,14116,234751,CYBW,3423,100,ASP
193,14117,234752,CYBW,5000,98,ASP
194,14118,234828,CYBX,4500,150,ASP
195,14119,250002,CYCA,2500,75,GRAVEL
196,14120,235074,CYCB,5000,150,GVL
197,14121,234871,CYCC,3500,100,ASP
198,14122,234602,CYCD,6602,150,ASP
199,14123,234544,CYCE,5012,100,ASP
200,14124,234545,CYCE,4400,150,ASP
201,14125,234514,CYCG,5300,150,ASP
202,14126,234559,CYCH,5200,150,ASP
203,14127,234560,CYCH,10006,150,ASP
204,14128,234561,CYCH,7500,150,ASP
205,14129,234562,CYCH,5513,150,ASP
206,14131,234942,CYCL,6000,150,ASP
207,14132,234611,CYCN,4500,100,ASP
208,14133,235084,CYCO,5500,100,GVL
209,14134,234911,CYCP,5000,60,ASP
210,14135,235055,CYCQ,4484,100,ASP
211,14136,257451,CYCR,3990,95,CRUSHED ROCK
212,14137,234586,CYCT,3000,75,ASP
213,14138,235014,CYCW,3990,75,ASP
214,14139,235069,CYCY,3500,100,GVL
215,14141,235080,CYDA,5000,100,CON
216,14142,235100,CYDB,5006,100,GVL
217,14143,234603,CYDC,3932,75,ASP
218,14144,234836,CYDF,8005,150,ASP
219,14145,234898,CYDL,6000,90,ASP
220,14146,250851,CYDM,5000,100,GRVL
221,14147,234690,CYDN,2000,60,GVL
222,14148,234691,CYDN,2700,75,ASP
223,14149,234692,CYDN,5000,150,ASP
224,14150,234474,CYDO,4971,100,ASP
225,14151,253841,CYDP,2000,75,GRAVEL
226,14152,234790,CYDQ,5001,150,ASP
227,14154,234563,CYEE,3998,75,ASP
228,14155,234742,CYEG,11000,200,ASP
229,14156,234743,CYEG,10200,200,ASP
230,14157,235093,CYEK,4000,100,GVL
231,14158,234780,CYEL,4500,100,ASP
232,14159,234609,CYEM,3500,100,ASP
233,14160,234928,CYEN,5000,100,ASP
234,14161,234929,CYEN,3000,75,ASP
235,14162,249257,CYER,3500,100,GRVL
236,14163,234993,CYES,4499,75,ASP
237,14164,235005,CYET,6000,100,ASP
238,14165,235065,CYEU,4836,150,GVL
239,14166,234636,CYEV,6000,150,ASP
240,14167,234722,CYEY,5000,100,ASP
241,14168,248476,CYFA,3601,100,GRVL
242,14169,234923,CYFB,8605,200,ASP
243,14170,234736,CYFC,8005,200,ASP
244,14171,234737,CYFC,6000,200,ASP
245,14172,234815,CYFD,5000,100,ASP
246,14173,234816,CYFD,2600,100,ASP
247,14174,234817,CYFD,2600,100,ASP
248,14175,234451,CYFE,5000,100,ASP
249,14176,249256,CYFH,3500,100,GRVL
250,14177,234897,CYFJ,5587,100,ASP
251,14178,234857,CYFO,5004,150,ASP
252,14179,235094,CYFR,4001,98,GVL
253,14180,234732,CYFS,6000,150,ASP
254,14181,250781,CYFT,2500,75,GRAVEL
255,14182,234904,CYGB,3000,75,ASP
256,14183,234523,CYGD,1870,80,GRS
257,14184,234524,CYGD,3000,50,ASP
258,14185,234525,CYGD,5000,100,ASP
259,14186,234990,CYGE,4500,75,ASP
260,14187,235083,CYGH,4434,98,GVL
261,14188,234957,CYGK,5000,100,ASP
262,14189,234958,CYGK,3933,100,ASP
263,14190,234833,CYGL,6500,150,ASP
264,14191,576751,CYGM,6800,150,ASP
265,14192,255993,CYGO,3810,100,CRUSHED ROCK
266,14193,234546,CYGP,5488,150,ASP
267,14194,234779,CYGQ,5000,100,ASP
268,14195,234892,CYGR,4500,150,ASP
269,14196,234893,CYGR,3600,150,ASP
270,14197,259659,CYGT,4095,100,GRAVEL
271,14198,234741,CYGV,4500,100,ASP
272,14199,253832,CYGW,5052,150,SAND/GRAVEL
273,14200,255991,CYGX,5000,150,GRAVEL
274,14201,234985,CYHB,5000,100,ASP
275,14202,234986,CYHB,2000,75,ASP
276,14203,234744,CYHD,2000,75,SAN
277,14204,234745,CYHD,5993,150,ASP
278,14205,250771,CYHE,3960,250,TURF
279,14206,234969,CYHF,4500,100,ASP
280,14207,251542,CYHH,5000,150,GRAVEL
281,14208,235077,CYHI,4300,100,GVL
282,14209,235073,CYHK,4400,100,GVL
283,14210,234739,CYHM,6010,150,ASP
284,14211,234740,CYHM,10006,200,ASP
285,14212,234787,CYHN,3500,75,ASP
286,14213,253084,CYHO,2500,75,GRAVEL
287,14215,234962,CYHR,4500,150,ASP
288,14216,234947,CYHS,4000,75,ASP
289,14217,234948,CYHS,2500,50,ASP
290,14218,256451,CYHT,5000,100,GRVL
291,14219,234976,CYHU,7840,150,ASP
292,14220,234975,CYHU,3920,100,ASP
293,14221,234977,CYHU,2800,150,ASP
294,14222,234839,CYHY,4001,150,COM
295,14223,234840,CYHY,6000,150,ASP
296,14224,234672,CYHZ,10500,200,ASP
297,14225,234673,CYHZ,7700,200,ASP
298,14226,576752,CYIB,3500,100,ASP
299,14227,234450,CYID,3950,75,ASP
300,14228,234496,CYIF,4590,100,ASP
301,14229,235092,CYIK,3521,100,GVL
302,14230,235068,CYIO,4000,100,GVL
303,14231,249259,CYIV,4000,100,CRUSHED ROCK
304,14233,259654,CYJF,2946,98,GRVL
305,14234,234441,CYJM,4000,75,ASP
306,14235,234667,CYJN,2474,100,ASP
307,14236,234668,CYJN,2765,100,ASP
308,14237,234669,CYJN,4000,100,ASP
309,14238,246314,CYJQ,2954,100,ASP
310,14239,234760,CYJT,3900,150,PEM
311,14240,234761,CYJT,10000,200,ASP
312,14241,234909,CYKA,1875,49,ASP
313,14242,234910,CYKA,8000,148,ASP
314,14244,252449,CYKD,3000,75,GRVL
315,14245,235079,CYKD,3002,75,GVL
316,14246,234650,CYKF,7003,148,ASP
317,14247,234651,CYKF,4103,148,ASP
318,14248,250011,CYKG,3511,100,GRAVEL
319,14249,255266,CYKJ,5200,180,GRAVEL
320,14250,234543,CYKL,5000,150,ASP
321,14253,234493,CYKO,3510,100,GVL
322,14255,256752,CYKQ,3511,100,GRAVEL
323,14256,234823,CYKX,4500,100,ASP
324,14257,234540,CYKY,3507,75,ASP
325,14258,234541,CYKY,2281,100,GRS
326,14259,247018,CYLA,3521,100,GRAVEL
327,14261,234889,CYLD,3000,75,ASP
328,14262,234890,CYLD,5000,100,ASP
329,14263,254560,CYLH,3500,100,GRVL
330,14265,234676,CYLJ,5000,100,ASP
331,14266,247040,CYLJ,2290,75,ASP
332,14267,234619,CYLL,5577,150,ASP
333,14268,234620,CYLL,1500,100,GRS
334,14270,234432,CYLR,3000,75,ASP
335,14271,234899,CYLS,6001,148,ASP
336,14272,235064,CYLT,5500,150,GVL
337,14273,256739,CYLU,3521,100,GRAVEL
338,14274,235026,CYLW,8900,200,ASP
339,14276,235097,CYMA,4856,100,GVL
340,14277,234601,CYME,5500,150,ASP
341,14278,234527,CYMG,3600,100,ASP
342,14279,246340,CYMH,2500,75,GRAVEL
343,14280,234842,CYMJ,3400,100,ASP
344,14281,234844,CYMJ,8326,150,ASP
345,14282,234843,CYMJ,7280,150,ASP
346,14283,234979,CYML,4500,150,ASP
347,14284,234961,CYMM,7503,150,ASP
348,14285,234818,CYMO,4000,100,ASP
349,14286,234819,CYMO,3500,100,COM
350,14287,234515,CYMT,6496,150,ASP
351,14288,247762,CYMU,3500,100,GRAVEL
352,14289,234837,CYMW,4920,150,ASP
353,14290,234624,CYMX,12000,200,CON
354,14291,234625,CYMX,8852,200,CON
355,14293,234662,CYNA,4494,100,ASP
356,14294,257492,CYNC,3511,100,GRAVEL
357,14295,234874,CYND,6000,150,ASP
358,14296,247749,CYNE,3902,100,Gravel
359,14298,253834,CYNJ,2100,75,ASPHALT
360,14299,253835,CYNJ,2743,75,Asphalt
361,14300,249272,CYNL,6000,100,GRAVEL
362,14301,234955,CYNM,5000,100,ASP
363,14302,248491,CYNN,3350,80,GRAVEL/SAND
364,14303,259653,CYOA,6411,148,GVL
365,14304,235081,CYOC,4900,100,GVL
366,14305,234776,CYOD,8270,200,ASP
367,14306,234778,CYOD,12600,200,ASP
368,14307,234777,CYOD,10000,150,ASP
369,14308,255272,CYOH,3828,75,CRUSHED ROCK
370,14309,234678,CYOJ,5000,150,ASP
371,14310,235051,CYOO,2654,100,ASP
372,14311,235052,CYOO,4000,100,ASP
373,14312,234684,CYOP,4539,100,ASP
374,14313,234884,CYOS,3932,75,ASP
375,14314,234949,CYOW,3300,75,ASP
376,14315,234950,CYOW,8000,200,ASP
377,14316,234951,CYOW,10000,200,ASP
378,14317,234723,CYPA,5000,150,ASP
379,14318,234724,CYPA,2500,100,GRS
380,14319,235076,CYPC,4000,100,GVL
381,14320,235058,CYPD,5000,150,ASP
382,14321,234566,CYPE,5000,150,ASP
383,14322,234567,CYPE,1900,150,GRS
384,14323,234654,CYPG,3045,150,ASP
385,14324,234655,CYPG,2670,150,ASP
386,14325,234657,CYPG,3130,150,ASP
387,14326,234656,CYPG,7000,200,ASP
388,14327,257465,CYPH,3500,100,GRAVEL
389,14328,234572,CYPK,2485,75,ASP
390,14329,234571,CYPK,5003,100,ASP
391,14330,234573,CYPK,2484,75,ASP
392,14331,234531,CYPL,4921,100,ASP
393,14332,250020,CYPM,3500,100,GRVL
394,14333,234663,CYPN,4886,150,ASP
395,14334,562100,CYPO,3520,100,Gravel
396,14336,234584,CYPQ,7000,100,ASP
397,14337,234585,CYPQ,2000,49,ASPH
398,14338,235046,CYPR,6000,200,ASP
399,14340,234670,CYPT,3300,75,ASP
400,14341,234671,CYPT,1850,20,GVL
401,14343,234850,CYPW,3627,150,ASP
402,14344,235091,CYPX,6299,148,GVL
403,14345,234610,CYPY,5000,150,ASP
404,14347,234685,CYQA,2180,100,GRS
405,14348,234686,CYQA,6000,150,ASP
406,14349,234547,CYQB,9000,150,ASP
407,14350,234548,CYQB,5700,150,ASP
408,14351,234635,CYQD,5901,150,ASP
409,14352,234706,CYQF,3449,100,ASP
410,14353,234707,CYQF,7500,98,ASP
411,14354,234767,CYQG,9000,200,ASP
412,14355,234768,CYQG,5150,150,ASP
413,14356,235010,CYQH,5504,150,ASP
414,14357,234801,CYQI,6000,150,ASP
415,14358,234802,CYQI,5000,150,ASP
416,14359,234721,CYQK,5800,150,ASP
417,14360,234575,CYQL,6500,200,ASP
418,14361,234576,CYQL,5500,150,ASP
419,14362,234681,CYQM,10001,200,ASP
420,14363,234682,CYQM,8000,200,ASP
421,14364,234627,CYQN,3200,300,GRS
422,14365,234628,CYQN,3500,100,ASP
423,14366,234629,CYQN,3200,300,GVL
424,14367,234497,CYQQ,10000,200,PEM
425,14368,234498,CYQQ,5000,200,ASP
426,14369,234556,CYQR,6200,150,ASP
427,14370,234557,CYQR,7900,150,ASP
428,14371,234784,CYQS,2607,75,ASP
429,14372,234785,CYQS,5013,100,ASP
430,14373,234786,CYQS,2610,75,ASP
431,14374,234864,CYQT,7318,200,ASP
432,14375,234865,CYQT,5297,150,ASP
433,14376,234709,CYQU,6200,200,ASP
434,14377,234710,CYQU,8502,148,ASP
435,14378,234943,CYQV,4800,150,ASP
436,14379,234944,CYQV,3000,100,COM
437,14380,234930,CYQW,2565,50,ASP
438,14381,234931,CYQW,5000,150,ASP
439,14382,234811,CYQX,10200,200,ASP
440,14383,234812,CYQX,1875,50,ASP
441,14384,234813,CYQX,8900,200,ASP
442,14385,234925,CYQY,7070,200,ASP
443,14386,234924,CYQY,5997,150,ASP
444,14387,234861,CYQZ,5500,200,ASP
445,14388,235066,CYRB,6500,200,GVL
446,14392,234873,CYRI,6000,150,ASP
447,14393,235056,CYRJ,5000,150,ASP
448,14394,234652,CYRL,5001,150,ASP
449,14395,234640,CYRM,5500,100,ASP
450,14396,234683,CYRO,3300,100,ASP
451,14397,259621,CYRP,2205,65,GVL
452,14398,234922,CYRP,3937,98,ASP
453,14399,234805,CYRQ,9006,150,ASP
454,14400,257478,CYRS,3555,85,CRUSHED ROCK
455,14401,234505,CYRT,6000,150,ASP
456,14402,234939,CYRV,4800,75,ASP
457,14403,234907,CYSA,5000,100,ASP
458,14404,234908,CYSA,2829,50,ASP
459,14405,234698,CYSB,6600,200,ASP
460,14406,234699,CYSB,5000,150,ASP
461,14407,234618,CYSC,6000,150,ASP
462,14408,248038,CYSC,6000,150,ASPH
463,14409,257486,CYSE,2400,75,ASPHALT
464,14410,251551,CYSF,5050,100,TREATED GRAVEL
465,14411,234820,CYSG,5108,75,ASP
466,14412,234637,CYSH,4000,75,ASP
467,14413,350259,CYSH,1500,85,grass
468,14414,234582,CYSJ,7000,200,ASP
469,14415,234583,CYSJ,5100,200,ASP
470,14416,259660,CYSK,3800,100,GRAVEL
471,14417,234901,CYSL,4000,100,ASP
472,14418,234875,CYSM,1800,100,COM
473,14419,234876,CYSM,6000,100,ASP
474,14420,234764,CYSN,2500,75,ASP
475,14421,234765,CYSN,5000,150,ASP
476,14422,234766,CYSN,2000,75,ASP
477,14423,234587,CYSP,3933,100,ASP
478,14425,257483,CYST,3400,75,CRUSHED ROCK
479,14426,234853,CYSU,8000,200,ASP
480,14427,234854,CYSU,5300,150,ASP
481,14428,234855,CYSU,5460,150,ASP
482,14430,235075,CYSY,4000,100,GVL
483,14432,235020,CYTA,5000,100,ASP
484,14433,235088,CYTE,4000,100,GVL
485,14434,234963,CYTF,4300,100,ASP
486,14435,234916,CYTH,5800,150,ASP
487,14436,234917,CYTH,2500,100,GVL
488,14437,247021,CYTL,3900,100,GRVL
489,14440,251552,CYTQ,3519,100,GRAVEL
490,14441,234554,CYTR,10000,200,ASP
491,14442,234555,CYTR,3025,150,ASP
492,14443,234506,CYTS,6000,150,ASP
493,14444,234507,CYTS,4903,150,ASP
494,14445,234866,CYTZ,2933,150,ASP
495,14446,234867,CYTZ,3988,150,ASP
496,14447,234868,CYTZ,2780,150,ASP
497,14448,235078,CYUB,4600,100,GVL
498,14449,235037,CYUL,11000,200,ASP
499,14450,235036,CYUL,9600,200,ASP
500,14451,235038,CYUL,7000,200,ASP
501,14452,235087,CYUT,3400,100,GVL
502,14453,235070,CYUX,5410,150,GVL
503,14454,234664,CYUY,7485,150,ASP
504,14455,234891,CYVB,5985,150,ASP
505,14456,234918,CYVC,2396,50,GVL
506,14457,234919,CYVC,5000,150,ASP
507,14458,252325,CYVD,4000,75,ASPHALT
508,14459,234535,CYVG,3300,75,ASP
509,14460,234883,CYVK,3360,75,ASP
510,14461,235089,CYVM,3800,100,GVL
511,14462,234852,CYVO,10000,150,ASP
512,14463,234748,CYVP,6000,150,ASP
513,14464,234749,CYVP,5000,150,GVL
514,14465,234872,CYVQ,5998,150,ASP
515,14466,234512,CYVR,9940,200,CON
516,14467,234511,CYVR,11500,200,ASP
517,14468,234513,CYVR,7300,200,CON
518,14469,234510,CYVR,3500,75,CON
519,14470,235031,CYVT,2297,75,ASP
520,14471,235032,CYVT,5006,100,ASP
521,14472,234905,CYVV,5021,150,ASP
522,14473,234906,CYVV,3100,100,GVL
523,14474,246322,CYVZ,3500,100,GRVL
524,14475,234483,CYWA,3800,75,GRS
525,14476,234934,CYWG,4500,200,ASP
526,14477,234935,CYWG,8700,200,ASP
527,14478,234936,CYWG,11000,200,ASP
528,14479,259652,CYWJ,3933,99,GRVL
529,14480,234689,CYWK,6002,150,ASP
530,14481,234956,CYWL,7000,150,ASP
531,14483,250793,CYWP,3500,100,GRVL
532,14485,235095,CYWY,3500,100,GVL
533,14486,234763,CYXC,6000,150,ASP
534,14487,234809,CYXE,8300,200,ASP
535,14488,234810,CYXE,6200,150,ASP
536,14489,235007,CYXH,5000,150,ASP
537,14490,235008,CYXH,2820,100,ASP
538,14491,234847,CYXJ,6698,198,ASP
539,14492,234848,CYXJ,6909,150,ASP
540,14493,234954,CYXK,4600,150,ASP
541,14494,234862,CYXL,2200,50,GVL
542,14495,234863,CYXL,5300,100,ASP
543,14496,235090,CYXP,2920,100,GVL
544,14497,249312,CYXQ,3745,100,GRVL
545,14498,234679,CYXR,5998,150,ASP
546,14499,234680,CYXR,3019,150,GVL
547,14500,234998,CYXS,3769,75,ASP
548,14501,234999,CYXS,5628,150,ASP
549,14502,235000,CYXS,11450,150,ASP
550,14503,234630,CYXT,5373,150,ASP
551,14504,234631,CYXT,7497,150,ASP
552,14505,234987,CYXU,6300,200,ASP
553,14506,234988,CYXU,8800,200,ASP
554,14507,234615,CYXX,5328,200,ASP
555,14508,234616,CYXX,1500,100,GRS
556,14509,234617,CYXX,9600,200,PEM
557,14510,234858,CYXY,1798,75,ASP
558,14511,234860,CYXY,6597,100,ASP
559,14512,234859,CYXY,9497,150,ASP
560,14513,235039,CYXZ,4429,100,ASP
561,14514,234591,CYYB,10000,200,ASP
562,14515,234592,CYYB,2500,75,GRS
563,14516,234593,CYYB,4474,150,ASP
564,14517,234693,CYYC,6200,150,ASP
565,14518,234694,CYYC,8000,200,ASP
566,14519,319574,CYYC,14000,200,CONC
567,14520,234695,CYYC,12675,200,ASP
568,14521,234920,CYYD,5000,150,ASP
569,14522,234658,CYYE,6400,200,ASP
570,14523,234659,CYYE,3575,77,ASP
571,14524,234626,CYYF,6000,148,ASP
572,14525,235061,CYYG,7002,150,ASP
573,14526,235062,CYYG,7000,150,ASP
574,14527,235072,CYYH,4020,100,GVL
575,14528,234597,CYYJ,5027,200,ASP
576,14529,234598,CYYJ,7000,200,ASP
577,14530,234599,CYYJ,5001,200,ASP
578,14531,234821,CYYL,2520,80,GVL
579,14532,234822,CYYL,5000,150,ASP
580,14535,234613,CYYN,2500,50,ASP
581,14536,234614,CYYN,4250,150,ASP
582,14538,234533,CYYQ,4000,100,GVL
583,14539,234534,CYYQ,9200,160,ASP
584,14540,234880,CYYR,11046,209,ASP
585,14541,234881,CYYR,9580,200,ASP
586,14542,234877,CYYT,5028,100,ASP
587,14543,234878,CYYT,8502,200,ASP
588,14544,234879,CYYT,7005,197,ASP
589,14545,234831,CYYU,3590,75,ASP
590,14546,234832,CYYU,5500,100,ASP
591,14547,234465,CYYW,4000,100,ASP
592,14548,234466,CYYW,2940,100,ASP
593,14549,234774,CYYY,6000,150,ASP
594,14550,234775,CYYY,3934,150,ASP
595,14551,234792,CYYZ,11120,200,ASP/CONC
596,14552,234794,CYYZ,9697,200,ASP
597,14553,234793,CYYZ,9000,200,ASP
598,14554,234796,CYYZ,11050,200,ASP
599,14555,234795,CYYZ,9088,200,ASP
600,14556,234538,CYZD,3164,150,ASP
601,14557,234539,CYZD,7003,200,ASP
602,14558,234984,CYZE,4900,100,ASP
603,14559,234952,CYZF,5000,150,ASP
604,14560,234953,CYZF,7500,150,ASP
605,14561,259664,CYZG,3523,100,Gravel
606,14562,235044,CYZH,5561,100,ASP
607,14563,234838,CYZP,5120,150,ASP
608,14564,234564,CYZR,2989,75,ASP
609,14565,234565,CYZR,5100,100,ASP
610,14566,235086,CYZS,5000,100,GVL
611,14567,234912,CYZT,4000,150,ASP
612,14568,234913,CYZT,5000,150,ASP
613,14569,234914,CYZT,4000,150,ASP
614,14570,234835,CYZU,5800,100,ASP
615,14571,235023,CYZV,5900,200,ASP
616,14572,235024,CYZV,6552,150,ASP
617,14573,235025,CYZV,5771,200,ASP
