,Unnamed: 0,runway_id,airport_code,length_ft,width_ft,surface_type
4551,23965,243471,KSAW,12370,150,PEM
4552,23967,245674,KSBA,6052,150,ASP
4553,23968,245676,KSBA,4179,75,ASP
4554,23969,245675,KSBA,4183,100,ASP
4555,23970,242419,KSBD,10001,200,CON
4556,23971,243032,KSBM,5402,100,CON
4557,23972,243033,KSBM,5000,75,ASP
4558,23973,243167,KSBN,4300,75,ASP
4559,23974,243166,KSBN,8412,150,ASP
4560,23975,243168,KSBN,6001,150,ASP
4561,23976,243240,KSBO,6021,100,ASP
4562,23977,240432,KSBP,2500,100,ASP
4563,23978,240433,KSBP,6100,150,ASP
4564,23979,243831,KSBS,4452,100,ASP
4565,23984,242995,KSBY,5000,100,ASP
4566,23985,242996,KSBY,5500,150,PEM
4567,23988,244014,KSCD,5390,100,ASP
4568,23989,242732,KSCH,7000,150,ASP
4569,23990,242733,KSCH,4840,150,ASP
4570,23991,242734,KSCH,2639,50,ASP
4571,23992,245048,KSCK,10650,150,ASP
4572,23993,245047,KSCK,4454,75,ASP
4573,23997,239686,KSDC,3800,60,ASP
4574,23998,245244,KSDF,7250,150,CON
4575,23999,245246,KSDF,8579,150,CON
4576,24000,245245,KSDF,10850,150,CON
4577,24001,245196,KSDL,8249,100,ASP
4578,24002,242992,KSDM,7972,150,PEM
4579,24003,242991,KSDM,3180,75,ASP
4580,24004,242850,KSDY,5705,100,ASP
4581,24005,242851,KSDY,4022,100,ASP
4582,24006,254330,KSEA,9426,150,CONC-F
4583,24007,242182,KSEA,11900,150,ASP
4584,24008,242181,KSEA,9426,150,CON
4585,24009,242524,KSEE,5342,100,ASP
4586,24010,242523,KSEE,2738,60,ASP
4587,24011,242525,KSEE,4145,100,ASP
4588,24012,245423,KSEF,5106,300,CON
4589,24013,245424,KSEF,4928,300,CON
4590,24014,245425,KSEF,5190,300,CON
4591,24015,245426,KSEF,5190,150,ASP
4592,24017,245919,KSEM,8002,150,PEM
4593,24018,239967,KSEP,2502,50,ASP
4594,24019,239968,KSEP,4200,75,ASP
4595,24029,241376,KSEZ,5129,100,ASP
4596,24030,242038,KSFB,3578,75,ASP
4597,24031,242040,KSFB,9600,150,ASP
4598,24032,242039,KSFB,3500,75,ASP
4599,24033,242041,KSFB,6003,150,PEM
4600,24034,254016,KSFF,6000,100,WATER
4601,24035,243980,KSFF,4500,150,CON
4602,24036,243979,KSFF,2650,75,ASP
4603,24040,240770,KSFO,7500,200,ASP
4604,24041,240769,KSFO,8648,200,ASP
4605,24042,240772,KSFO,11870,200,ASP
4606,24043,240771,KSFO,10602,200,ASP
4607,24048,244779,KSFZ,5000,150,ASP
4608,24049,244780,KSFZ,3210,75,ASP
4609,24050,241331,KSGF,7003,150,CON
4610,24051,241332,KSGF,8000,150,PEM
4611,24052,240405,KSGH,9009,150,PEM
4612,24053,240406,KSGH,5499,100,ASP
4613,24054,245386,KSGJ,2614,75,ASP
4614,24055,245387,KSGJ,2701,60,ASP
4615,24056,251636,KSGJ,5000,1000,WATER
4616,24057,245388,KSGJ,7996,150,ASP
4617,24058,245389,KSGJ,4001,150,ASP
4618,24059,251637,KSGJ,12000,1000,WATER
4619,24060,251638,KSGJ,12000,500,WATER
4620,24061,239749,KSGR,8000,100,CON
4621,24065,340164,KSGU,9300,150,ASP
4622,24066,241524,KSHD,6002,150,ASP
4623,24068,241053,KSHN,5005,100,ASP
4624,24069,244839,KSHR,5039,75,ASP
4625,24070,244840,KSHR,6648,150,ASP
4626,24071,244841,KSHR,8300,100,ASP
4627,24072,242502,KSHV,6202,150,ASP
4628,24073,242503,KSHV,8351,200,ASP
4629,24075,241051,KSIK,5502,100,ASP
4630,24078,244444,KSJC,4599,100,ASP
4631,24079,244446,KSJC,11000,150,CON
4632,24080,244445,KSJC,11000,150,CON
4633,24083,243879,KSJT,5939,150,ASP
4634,24084,243880,KSJT,4402,75,ASP
4635,24085,243881,KSJT,8049,150,ASP
4636,24089,243348,KSKA,13901,200,CON
4637,24090,244155,KSKF,11550,300,CON
4638,24093,241623,KSKX,5798,75,ASP
4639,24097,241552,KSLC,4892,150,ASP
4640,24098,241554,KSLC,12004,150,ASP
4641,24099,241553,KSLC,12000,150,CON
4642,24100,241555,KSLC,9596,150,ASP
4643,24101,242289,KSLE,5811,150,ASP
4644,24102,242290,KSLE,5145,100,ASP
4645,24104,244368,KSLH,4000,75,ASP
4646,24105,244369,KSLH,1500,75,GRS
4647,24106,245604,KSLI,5900,150,PEM
4648,24107,245603,KSLI,8000,200,ASP
4649,24108,245605,KSLI,2500,150,ASP
4650,24110,242689,KSLK,6573,150,ASP
4651,24111,242690,KSLK,3998,100,ASP
4652,24112,243504,KSLN,3648,75,ASP
4653,24113,243505,KSLN,6510,100,ASP
4654,24114,243506,KSLN,12300,150,ASP
4655,24115,243507,KSLN,4300,75,ASP
4656,24118,243951,KSMD,3126,100,ASP
4657,24119,243952,KSMD,2922,60,ASP
4658,24120,244136,KSME,5800,100,ASP
4659,24121,245194,KSMF,8601,150,CON
4660,24122,245193,KSMF,8598,150,CON
4661,24123,241419,KSMN,5150,60,ASP
4662,24124,241222,KSMO,3500,150,Asphalt
4663,24125,240346,KSMQ,2200,100,GRE
4664,24126,240347,KSMQ,2733,65,ASP
4665,24127,240348,KSMQ,1900,200,GRS
4666,24130,244376,KSMX,5130,75,ASP
4667,24131,244377,KSMX,6304,150,ASP
4668,24132,245859,KSNA,5700,150,ASP
4669,24133,245858,KSNA,2887,75,ASP
4670,24140,243198,KSNS,6004,150,ASP
4671,24141,243199,KSNS,4825,150,ASP
4672,24142,243200,KSNS,1900,50,ASP
4673,24143,252429,KSNY,4700,75,TURF-G
4674,24144,252430,KSNY,6600,100,CONC-G
4675,24145,244941,KSOA,4036,60,ASP
4676,24146,244931,KSOP,5503,150,ASP
4677,24147,244932,KSOP,1999,100,GRS
4678,24148,244522,KSOW,3937,60,ASP
4679,24149,244523,KSOW,7200,100,ASP
4680,24150,242541,KSPA,5202,100,ASP
4681,24151,242587,KSPB,5100,100,ASP
4682,24152,240696,KSPF,2023,150,TURF-G
4683,24153,240697,KSPF,3975,100,GRS
4684,24154,240698,KSPF,6400,75,ASPH-G
4685,24155,241779,KSPG,3677,75,ASP
4686,24156,241780,KSPG,2864,150,ASP
4687,24158,242891,KSPI,7999,150,CON
4688,24159,242892,KSPI,7000,150,ASP
4689,24160,242893,KSPI,5300,150,PEM
4690,24162,243540,KSPS,10003,150,PEM
4691,24163,243542,KSPS,6000,150,PEM
4692,24164,243541,KSPS,13101,300,CON
4693,24165,243543,KSPS,7021,150,ASP
4694,24166,241763,KSPW,6000,100,CON
4695,24167,241764,KSPW,5100,75,CON
4696,24168,240330,KSPZ,5998,75,ASP
4697,24171,239757,KSQL,2600,75,ASP
4698,24176,244056,KSRQ,5009,150,ASP
4699,24177,244057,KSRQ,9500,150,ASP
4700,24178,243393,KSRR,8099,100,ASP
4701,24179,243394,KSRR,6500,75,ASP
4702,24180,244211,KSSC,10016,150,CON
4703,24181,244210,KSSC,8001,150,CON
4704,24182,243446,KSSF,4835,100,ASP
4705,24183,243447,KSSF,4128,100,ASP
4706,24184,243656,KSSI,5800,100,ASP
4707,24185,243657,KSSI,3313,75,ASP
4708,24187,242266,KSTC,3000,75,ASP
4709,24188,242267,KSTC,7000,150,CON
4710,24189,245034,KSTE,6028,120,ASP
4711,24190,245035,KSTE,3635,75,ASP
4712,24192,241154,KSTJ,4797,75,PEM
4713,24193,241155,KSTJ,8059,150,CON
4714,24194,241324,KSTK,2500,150,GVL
4715,24195,241325,KSTK,4692,75,CON
4716,24196,243530,KSTL,7600,150,CON
4717,24197,243531,KSTL,9000,150,CON
4718,24198,243533,KSTL,9013,150,CON
4719,24199,243532,KSTL,11020,150,CON
4720,24200,244903,KSTP,3657,100,ASP
4721,24201,244904,KSTP,4115,150,ASP
4722,24202,244905,KSTP,6711,150,ASP
4723,24203,243495,KSTS,5202,100,ASP
4724,24204,243496,KSTS,6000,150,ASP
4725,24205,242853,KSUA,4652,100,ASP
4726,24206,242854,KSUA,5826,100,ASP
4727,24207,242855,KSUA,5000,100,ASP
4728,24211,240689,KSUN,6952,100,ASP
4729,24212,244558,KSUS,5000,75,ASP
4730,24213,244557,KSUS,7485,150,CON
4731,24214,243484,KSUT,4000,100,ASP
4732,24215,240261,KSUU,11001,150,PEM
4733,24216,240260,KSUU,10992,150,CON
4734,24219,244484,KSUX,9002,150,CON
4735,24220,244485,KSUX,6600,150,ASP
4736,24221,251591,KSUZ,5001,100,ASPH-E
4737,24228,245746,KSVH,7006,100,ASP
4738,24229,239932,KSVN,11375,200,ASP
4739,24230,243286,KSWF,11818,150,ASP
4740,24231,243287,KSWF,6006,150,ASP
4741,24233,243906,KSWO,5002,75,ASP
4742,24234,243907,KSWO,5003,150,CON
4743,24235,243908,KSWO,7401,100,ASP
4744,24250,244404,KSYR,3261,150,CON
4745,24251,244405,KSYR,9003,150,ASP
4746,24252,244406,KSYR,7500,150,ASP
4747,24254,242277,KSZL,12400,200,CON
4748,24258,244878,KSZT,5502,75,ASP
4749,24304,245307,KTAN,1900,60,GRE
4750,24305,245308,KTAN,3500,75,ASP
4751,24310,243340,KTBN,6038,150,ASP
4752,24311,241128,KTBR,4383,100,ASP
4753,24312,241129,KTBR,6000,100,ASP
4754,24313,241130,KTBR,4350,150,ASP
4755,24314,244706,KTCC,7102,100,ASP
4756,24315,244707,KTCC,4599,60,ASP
4757,24316,242244,KTCL,6499,150,ASP
4758,24317,242245,KTCL,4001,100,ASP
4759,24318,243449,KTCM,10108,150,ASP
4760,24319,256183,KTCM,3000,60,ASPH
4761,24320,244495,KTCS,3301,130,GVL
4762,24321,244496,KTCS,2932,130,GVL
4763,24322,244497,KTCS,7108,150,GVL
4764,24323,244498,KTCS,7200,75,ASP
4765,24324,244499,KTCS,2900,140,GVL
4766,24325,248016,KTCY,4005,100,ASPH-F
4767,24326,245632,KTCY,4001,100,ASP
4768,24327,244844,KTDF,5826,100,ASP
4769,24333,242706,KTEB,7000,150,ASP
4770,24334,242707,KTEB,6013,150,ASP
4771,24337,243888,KTEX,6870,100,ASP
4772,24348,241406,KTIK,10000,200,PEM
4773,24349,241407,KTIK,11100,200,PEM
4774,24354,241375,KTIW,5002,150,ASP
4775,24355,240788,KTIX,5000,100,ASP
4776,24356,240789,KTIX,7319,150,ASP
4777,24360,245554,KTKI,7001,100,ASP
4778,24366,243700,KTLH,8000,150,ASP
4779,24367,243701,KTLH,6076,150,ASP
4780,24369,241124,KTMA,3389,75,ASP
4781,24370,241125,KTMA,3805,75,ASP
4782,24371,241126,KTMA,5504,100,ASP
4783,24372,245882,KTMB,5001,150,ASP
4784,24373,245881,KTMB,4999,150,ASP
4785,24374,245883,KTMB,4001,150,ASP
4786,24376,256855,KTMK,2910,75,ASPH-G
4787,24377,256856,KTMK,5001,100,ASPH-G
4788,24380,244072,KTNT,10499,150,ASP
4789,24382,242333,KTNX,12002,150,CON
4790,24383,243836,KTOA,5001,150,PEM
4791,24384,243835,KTOA,3000,75,ASP
4792,24387,242083,KTOC,4003,75,ASP
4793,24388,242084,KTOC,2951,50,ASP
4794,24389,245484,KTOI,5009,100,ASP
4795,24390,245485,KTOI,5022,100,ASP
4796,24391,239827,KTOL,10600,150,ASP
4797,24392,239828,KTOL,5599,150,ASP
4798,24393,241251,KTOP,3002,100,ASP
4799,24394,241252,KTOP,5099,100,ASP
4800,24395,241253,KTOP,4331,75,ASP
4801,24398,243029,KTPA,6999,150,PEM
4802,24399,243031,KTPA,8300,150,PEM
4803,24400,243030,KTPA,11002,150,CON
4804,24401,243518,KTPF,3405,100,ASP
4805,24402,243519,KTPF,2688,75,ASP
4806,24403,241750,KTPH,5464,50,ASP
4807,24404,241751,KTPH,7057,80,ASP
4808,24405,243840,KTPL,4740,100,ASP
4809,24406,243841,KTPL,6301,150,ASP
4810,24409,240990,KTQK,1900,60,GRS
4811,24410,240991,KTQK,4999,70,ASP
4812,24411,241224,KTRI,8030,150,ASP
4813,24412,241225,KTRI,4442,150,ASP
4814,24413,240909,KTRK,4650,75,ASP
4815,24414,240910,KTRK,7000,100,ASP
4816,24417,245474,KTRM,4995,100,ASP
4817,24418,245475,KTRM,8500,150,ASP
4818,24423,241408,KTTD,5399,150,ASP
4819,24425,240205,KTTN,6006,150,ASP
4820,24426,240206,KTTN,4800,150,ASP
4821,24427,241922,KTTS,15000,300,CON
4822,24428,245713,KTUL,7372,150,CON
4823,24429,245715,KTUL,9999,200,CON
4824,24430,245714,KTUL,6101,150,ASP
4825,24431,242116,KTUP,6500,100,ASP
4826,24432,242914,KTUS,8408,75,ASP
4827,24433,242913,KTUS,10996,150,ASP
4828,24434,242912,KTUS,7000,150,ASP
4829,24436,242058,KTVC,3204,75,ASP
4830,24437,242059,KTVC,6501,150,ASP
4831,24438,242060,KTVC,5379,150,ASP
4832,24439,245170,KTVF,4997,75,ASP
4833,24440,245171,KTVF,6503,150,ASP
4834,24441,241783,KTVI,5500,100,ASP
4835,24442,241784,KTVI,5000,100,ASP
4836,24444,243612,KTVL,8544,150,ASP
4837,24447,244593,KTWF,8703,150,ASP
4838,24448,244594,KTWF,3224,75,ASP
4839,24454,244682,KTXK,6601,144,ASP
4840,24455,244683,KTXK,5200,100,ASP
4841,24458,245633,KTYR,7200,150,ASP
4842,24459,245634,KTYR,5200,150,ASP
4843,24460,245635,KTYR,4850,150,ASP
4844,24461,243473,KTYS,9005,150,CON
4845,24462,243472,KTYS,9000,150,ASP
4846,24463,246016,KTZR,5500,100,ASP
4847,24507,244578,KUAO,5004,100,ASP
4848,24515,244890,KUDD,5002,70,ASP
4849,24516,244011,KUDG,5500,100,ASP
4850,24517,244012,KUDG,4947,150,ASP
4851,24518,244013,KUDG,4751,150,ASP
4852,24521,245220,KUGN,6000,150,ASP
4853,24522,245221,KUGN,3751,75,ASP
4854,24524,245431,KUIN,7098,150,PEM
4855,24525,245432,KUIN,5125,150,ASP
4856,24526,245433,KUIN,5399,150,CON
4857,24527,241254,KUKF,6200,100,ASP
4858,24528,241489,KUKI,4415,150,ASP
4859,24530,245060,KUKT,3201,50,ASP
4860,24533,241989,KULS,4600,60,CON
4861,24534,241990,KULS,6000,100,CON
4862,24535,242908,KUMP,3850,100,ASP
4863,24536,242355,KUNI,5600,100,ASP
4864,24540,243589,KUNV,6701,150,ASP
4865,24541,241285,KUOS,3699,50,ASP
4866,24542,241952,KUOX,5600,100,ASP
4867,24545,245692,KUTA,7000,150,ASP
4868,24546,246015,KUTS,5006,100,ASP
4869,24550,240295,KUVA,5255,100,ASP
4870,24551,242935,KUWL,4002,65,ASP
4871,24553,241842,KUYF,4001,75,ASP
4872,24554,244342,KUZA,5500,100,ASP
4873,24555,242109,KVAD,9300,150,CON
4874,24556,242108,KVAD,8000,150,PEM
4875,24557,241112,KVAY,3911,50,ASP
4876,24558,245123,KVBG,15000,200,CON
4877,24559,243520,KVBT,4082,65,ASP
4878,24561,242952,KVCT,4200,75,ASP
4879,24562,242954,KVCT,9101,150,PEM
4880,24563,242953,KVCT,4643,150,CON
4881,24564,242955,KVCT,4899,150,CON
4882,24565,241864,KVCV,9138,150,PEM
4883,24566,241865,KVCV,15050,150,PEM
4884,24569,241744,KVDI,6003,100,CON
4885,24570,241745,KVDI,5000,150,CON
4886,24571,243091,KVEL,4108,60,ASP
4887,24572,243092,KVEL,7000,100,ASP
4888,24576,242744,KVGT,5004,75,ASP
4889,24577,242746,KVGT,4202,75,ASP
4890,24578,242745,KVGT,5000,75,ASP
4891,24585,241477,KVIS,6559,150,ASP
4892,24590,243590,KVLD,5598,100,ASP
4893,24591,243591,KVLD,3636,75,ASP
4894,24592,243592,KVLD,8002,150,ASP
4895,24593,242754,KVLL,3550,60,ASP
4896,24595,242761,KVNC,5000,150,ASP
4897,24596,242762,KVNC,5000,150,ASP
4898,24597,242763,KVNC,4999,150,ASP
4899,24598,244876,KVNW,4000,75,ASP
4900,24599,244877,KVNW,2610,105,GRS
4901,24600,243931,KVNY,4011,75,ASP
4902,24601,243930,KVNY,8001,150,ASP
4903,24602,240555,KVOK,9000,150,CON
4904,24603,241696,KVPC,5760,100,ASP
4905,24604,245911,KVPS,10012,300,ASP
4906,24605,245912,KVPS,12005,300,ASP
4907,24606,245089,KVPZ,7000,150,ASP
4908,24607,245090,KVPZ,4000,75,ASP
4909,24608,242862,KVQQ,8002,200,PEM
4910,24609,242861,KVQQ,8003,200,PEM
4911,24610,242864,KVQQ,12504,200,PEM
4912,24611,242863,KVQQ,8003,200,PEM
4913,24612,243598,KVRB,4974,100,ASP
4914,24613,243600,KVRB,3504,75,ASP
4915,24614,243599,KVRB,7314,100,ASP
4916,24620,245581,KVTN,2807,50,ASP
4917,24621,245582,KVTN,4700,100,ASP
4918,24622,243795,KVUJ,3500,75,ASP
4919,24623,243794,KVUJ,5500,100,ASP
4920,24625,245399,KVVS,3458,100,ASP
4921,24626,245400,KVVS,2404,100,ASP
4922,24630,244723,KVYS,6000,100,ASP
4923,24640,242856,KW35,4985,70,ASP
4924,24647,241883,KW63,4500,50,ASP
4925,24657,245014,KWAL,8749,150,PEM
4926,24658,245015,KWAL,8005,200,ASP
4927,24659,245016,KWAL,4808,150,ASP
4928,24661,241195,KWBW,3376,75,ASP
4929,24662,241196,KWBW,2200,100,GRS
4930,24665,243704,KWDR,3610,100,ASP
4931,24666,243705,KWDR,5500,100,ASP
4932,24669,244504,KWHP,4120,75,ASP
4933,24670,242951,KWJF,7201,150,ASP
4934,24671,250289,KWK,2000,300,WATER
4935,24672,245235,KWLD,3137,75,ASP
4936,24673,245236,KWLD,5505,100,ASP
4937,24676,243276,KWMC,4800,75,ASP
4938,24677,243277,KWMC,7000,100,ASP
4939,24679,246018,KWRB,12001,300,PEM
4940,24680,243180,KWRI,10001,200,ASP
4941,24681,243181,KWRI,7140,150,ASP
4942,24682,243047,KWRL,2240,60,GRS
4943,24683,243048,KWRL,2501,60,GRS
4944,24684,243049,KWRL,7005,100,ASP
4945,24685,242636,KWST,4010,100,ASP
4946,24686,242637,KWST,3960,75,ASP
4947,24687,240838,KWVI,4501,150,ASP
4948,24688,240839,KWVI,3999,100,ASP
4949,24691,244311,KWWD,4998,150,ASP
4950,24692,244312,KWWD,4998,150,ASP
4951,24693,240368,KWWR,2501,60,ASP
4952,24694,240369,KWWR,5500,150,PER
4953,24695,240370,KWWR,5502,100,CON
4954,24696,576811,KWYS,8399,150,ASP
4955,24729,242708,KXFL,5000,200,ASP
4956,24730,242709,KXFL,5000,100,ASP
4957,24731,242710,KXFL,4999,100,ASP
4958,24732,242711,KXFL,5000,200,ASP
4959,24733,250588,KXFL,3000,500,WATER
4960,24736,244610,KXMR,10000,200,ASP
4961,24737,239804,KXNA,8800,150,CON
4962,24738,352762,KXNA,8800,150,concrete
4963,24771,244239,KY72,3900,75,ASP
4964,24772,244240,KY72,2210,200,GRS
4965,24785,245083,KYIP,6655,160,ASP
4966,24786,245082,KYIP,7526,150,ASP
4967,24787,245085,KYIP,7294,160,ASP
4968,24788,245084,KYIP,6511,160,ASP
4969,24789,245086,KYIP,6914,160,ASP
4970,24790,241645,KYKM,3835,150,ASP
4971,24791,241646,KYKM,7603,150,ASP
4972,24792,241421,KYKN,3380,75,ASP
4973,24793,241422,KYKN,6095,100,CON
4974,24794,245992,KYNG,5002,150,ASP
4975,24795,245993,KYNG,9003,150,ASP
4976,24796,246995,KYNG,3500,60,ASPH-F
4977,24807,239851,KZPH,5072,100,ASP
4978,24808,239850,KZPH,5001,100,ASP
4979,24809,242720,KZZV,5000,150,PEM
4980,24810,242721,KZZV,4999,150,PEM
4981,24922,264033,LAKU,7211,98,ASPH
4982,24923,232869,LAKV,9318,220,CON
4983,24924,576733,LATI,9022,148,ASP
4984,24935,234418,LBBG,10499,148,CON
4985,24936,234424,LBGO,8038,148,CON
4986,24937,271114,LBHT,1969,79,concrete
4987,24938,234416,LBPD,8202,148,CON
4988,24939,234398,LBPG,9815,270,ASP
4989,24940,234423,LBPL,7173,230,GRE
4990,24941,234422,LBPL,7173,190,PEM
4991,24945,234415,LBSF,11811,147,ASP
4992,24947,234420,LBSZ,8200,148,ASP
4993,24949,234403,LBWB,8095,197,CON
4994,24950,234417,LBWN,8258,148,CON
4995,24951,301852,LCEN,9039,148,concrete
4996,24952,235442,LCLK,9823,148,ASP
4997,24954,235443,LCPH,8858,148,ASP
4998,24955,235444,LCRA,9002,200,ASP
4999,24956,236423,LDDU,10597,148,ASP
5000,24957,260081,LDLO,2953,98,Asphalt
5001,24958,236433,LDOC,3937,98,ASP
5002,24959,236434,LDOC,3615,148,GRE
5003,24960,236435,LDOS,8199,148,ASP
5004,24961,236427,LDPL,9678,148,ASP
5005,24962,236428,LDRG,5293,98,ASP
5006,24963,236429,LDRG,6106,74,ASP
5007,24964,236422,LDRI,8164,148,PEM
5008,24965,236421,LDSB,5774,98,ASP
5009,24967,236431,LDSP,8366,148,ASP
5010,24968,236432,LDVA,5676,98,ASP
5011,24969,236426,LDZA,10669,148,ASP
5012,24970,236424,LDZD,6561,147,ASP
5013,24971,236425,LDZD,8202,147,ASP
5014,24975,238949,LEAB,8858,197,ASP
5015,24976,238942,LEAL,9842,148,ASP
5016,24977,238910,LEAM,10499,148,ASP
5017,24979,238932,LEAS,7218,148,ASP
5018,24981,238928,LEBA,7352,148,ASP
5019,24982,238906,LEBB,6266,148,ASP
5020,24983,238907,LEBB,8530,148,ASP
5021,24986,330174,LEBG,6890,148,ASP
5022,24987,238954,LEBG,4393,98,ASP
5023,24988,238920,LEBL,8294,147,ASP
5024,24989,238922,LEBL,10997,196,ASP
5025,24990,238921,LEBL,8727,196,ASP
5026,24991,238941,LEBZ,9350,197,ASP
5027,24992,238950,LECD,3773,75,ASP
5028,24995,238946,LECO,7178,148,ASP
5029,24998,238894,LECU,4921,98,ASP
5030,24999,238895,LECU,2698,148,GRASS
5031,25000,326350,LEDA,8202,200,hard
5032,25001,238877,LEFM,3281,59,ASP
5033,25002,238883,LEGA,4265,98,ASP
5034,25004,238893,LEGE,7874,148,ASP
5035,25005,238936,LEGR,9514,148,ASP
5036,25006,238889,LEGT,8136,197,ASP
5037,25007,238890,LEGT,3018,98,GRE
5038,25010,335839,LEHC,2018,39,Asphalt
5039,25011,335838,LEHC,6889,147,Asphalt
5040,25012,238948,LEIB,9186,148,ASP
5041,25015,238909,LEJR,7546,148,ASP
5042,25017,238915,LELC,5174,148,ASPH
5043,25018,238914,LELC,7612,148,ASPH
5044,25019,238916,LELC,2625,197,GRS
5045,25020,259864,LELL,3442,98,ASPH
5046,25021,238952,LELN,9843,148,ASP
5047,25022,238953,LELN,3392,328,DIRT
5048,25023,316372,LELO,7218,148,CON
5049,25025,238903,LEMD,11483,197,ASP
5050,25026,238902,LEMD,13084,197,ASP
5051,25027,238905,LEMD,11483,197,ASP
5052,25028,238904,LEMD,13711,197,ASP
5053,25030,260340,LEMG,9022,148,ASP
5054,25031,238901,LEMG,10500,148,ASP
5055,25032,336332,LEMH,8366,148,ASP
5056,25033,238900,LEMH,7710,148,ASP
5057,25034,238899,LEMH,6890,148,ASP
5058,25035,335773,LEMI,9842,147,ASPH
5059,25036,238884,LEMO,11801,200,ASP
5060,25043,238957,LEOC,4134,58,ASP
5061,25044,238958,LEOC,2936,328,GRE
5062,25046,238931,LEPA,10728,148,ASP
5063,25047,238930,LEPA,9842,148,ASP
5064,25049,238947,LEPP,7241,148,ASP
5065,25052,238919,LERI,3077,148,ASP
5066,25053,300590,LERL,13123,197,concrete
5067,25058,238911,LERS,8054,148,ASP
5068,25059,238912,LERS,1117,115,GRE
5069,25060,238888,LERT,12106,200,ASP
5070,25061,238934,LESA,8245,148,ASP
5071,25062,238935,LESA,6115,400,GRE
5072,25063,238926,LESB,3937,75,ASP
5073,25064,238956,LESL,6069,75,ASP
5074,25065,238951,LESO,5755,148,ASP
5075,25066,238887,LEST,10499,148,ASP
5076,25067,238943,LESU,4157,92,ASP
5077,25071,318080,LETL,9268,148,ASPH
5078,25072,238933,LETO,9029,197,ASP
5079,25073,238885,LEVC,5394,148,ASP
5080,25074,238886,LEVC,8858,148,ASP
5081,25075,238944,LEVD,9843,197,ASP
5082,25076,238945,LEVD,2976,197,GRE
5083,25078,238927,LEVT,11483,148,CON
5084,25079,238937,LEVX,7874,148,ASP
5085,25080,238925,LEXJ,7612,148,ASP
5086,25081,238924,LEZG,9843,148,ASP
5087,25082,238923,LEZG,12198,148,ASP
5088,25083,238939,LEZL,11030,148,ASP
5089,25086,235853,LFAC,5036,148,ASP
5090,25088,235932,LFAG,4560,98,ASP
5091,25089,247716,LFAI,3133,66,ASP
5092,25090,236019,LFAI,3133,66,ASP
5093,25094,235848,LFAO,3478,66,ASP
5094,25096,236058,LFAQ,7218,148,ASP
5095,25097,327219,LFAQ,3281,262,Grass
5096,25098,236051,LFAT,6070,131,ASP
5097,25099,260360,LFAV,2050,164,GRS
5098,25100,236040,LFAV,5603,148,ASP
5099,25101,236050,LFAY,4265,82,ASP
5100,25102,235918,LFBA,7103,98,ASP
5101,25103,235955,LFBC,7900,148,ASP
5102,25104,235926,LFBD,10171,148,ASP
5103,25105,235927,LFBD,7923,148,ASP
5104,25106,235830,LFBE,7234,148,ASP
5105,25107,235936,LFBF,5906,148,ASP
5106,25108,235862,LFBG,7949,148,PEM
5107,25109,235863,LFBG,5951,197,MAC
5108,25110,235845,LFBH,7398,148,ASP
5109,25111,235914,LFBI,7710,148,ASP
5110,25112,236021,LFBK,6234,148,ASP
5111,25113,236047,LFBL,8202,148,ASP
5112,25114,236015,LFBM,11821,148,PEM
5113,25115,235992,LFBN,5774,98,ASP
5114,25116,235935,LFBO,9843,148,ASP
5115,25117,235934,LFBO,11483,148,ASP
5116,25118,235982,LFBP,8202,148,ASP
5117,25119,235931,LFBR,3609,98,ASP
5118,25120,235930,LFBT,9843,148,ASP
5119,25121,236012,LFBU,5938,148,ASP
5120,25122,235929,LFBX,5741,98,ASP
5121,25123,576852,LFBZ,7382,148,ASP
5122,25124,235963,LFCC,4921,98,ASP
5123,25125,259870,LFCD,4068,197,Grass
5124,25128,235825,LFCG,3609,98,ASP
5125,25129,236044,LFCH,4416,76,ASP
5126,25130,236043,LFCH,4213,197,GRS
5127,25131,235855,LFCI,5118,98,ASP
5128,25132,235925,LFCK,5988,98,CON
5129,25133,235983,LFCL,3117,76,ASP
5130,25134,235940,LFCM,5577,98,ASP
5131,25139,236065,LFCQ,3166,66,ASP
5132,25140,235858,LFCR,6693,148,ASP
5133,25143,235838,LFCU,4429,98,ASP
5134,25144,540926,LFCU,2953,164,GRS
5135,25145,236013,LFCW,3412,59,ASP
5136,25146,235847,LFCY,4117,98,ASP
5137,25147,236011,LFCZ,3412,66,ASP
5138,25148,236024,LFDA,3281,98,ASP
5139,25149,235943,LFDB,3215,66,ASP
5140,25151,260343,LFDH,6233,98,Concrete
5141,25152,235954,LFDH,6233,98,ASP
5142,25153,235908,LFDI,3609,66,ASP
5143,25154,235870,LFDJ,4265,98,ASP
5144,25157,235995,LFDM,3937,98,ASP
5145,25158,235917,LFDN,7480,148,ASP
5146,25162,259988,LFEC,2733,79,paved
5147,25163,576851,LFED,3675,98,ASP
5148,25168,236064,LFEH,3330,66,ASP
5149,25175,236057,LFES,4921,98,ASP
5150,25180,260022,LFEW,2395,66,Asphalt
5151,25181,235831,LFEY,1886,164,GRS
5152,25182,235832,LFEY,4003,82,ASP
5153,25184,236063,LFFI,3937,82,ASP
5154,25185,235839,LFFN,8038,148,CON
5155,25188,259943,LFFQ,3389,295,UNK
5156,25192,235857,LFGA,5282,98,ASP
5157,25196,260041,LFGC,2690,197,ASPH
5158,25197,235879,LFGF,2985,98,ASP
